CODE_INSEE,ville,CODE POSTAL,DEPARTEMENT
91021,arpajon,91290,ESSONNE
91075,bois-herpin,91150,ESSONNE
91100,bouville,91880,ESSONNE
91225,etiolles,91450,ESSONNE
91286,grigny,91350,ESSONNE
91538,st-aubin,91190,ESSONNE
91639,vayres-sur-essonne,91820,ESSONNE
92014,bourg-la-reine,92340,HAUTS-DE-SEINE
92040,issy-les-moulineaux,92130,HAUTS-DE-SEINE
93032,gagny,93220,SEINE-SAINT-DENIS
94015,bry-sur-marne,94360,VAL-DE-MARNE
94017,champigny-sur-marne,94500,VAL-DE-MARNE
95040,avernes,95450,VAL-D\'OISE
95150,chaussy,95710,VAL-D\'OISE
95197,deuil-la-barre,95170,VAL-D\'OISE
95210,enghien-les-bains,95880,VAL-D\'OISE
95422,montgeroult,95650,VAL-D\'OISE
95430,montsoult,95560,VAL-D\'OISE
95446,nesles-la-vallee,95690,VAL-D\'OISE
95527,roissy-en-france,95700,VAL-D\'OISE
95563,st-leu-la-foret,95320,VAL-D\'OISE
95625,us,95450,VAL-D\'OISE
75119,paris-19,75019,PARIS
77016,bagneaux-sur-loing,77167,SEINE-ET-MARNE
77049,boutigny,77470,SEINE-ET-MARNE
77054,la-brosse-montceaux,77940,SEINE-ET-MARNE
77138,courtomer,77390,SEINE-ET-MARNE
77144,crevecoeur-en-brie,77610,SEINE-ET-MARNE
77174,everly,77157,SEINE-ET-MARNE
77176,faremoutiers,77515,SEINE-ET-MARNE
77181,ferrieres-en-brie,77164,SEINE-ET-MARNE
77185,fleury-en-biere,77930,SEINE-ET-MARNE
77203,germigny-l-eveque,77910,SEINE-ET-MARNE
77319,mortery,77160,SEINE-ET-MARNE
77337,noisiel,77186,SEINE-ET-MARNE
77345,orly-sur-morin,77750,SEINE-ET-MARNE
77349,othis,77280,SEINE-ET-MARNE
77368,poigny,77160,SEINE-ET-MARNE
77376,precy-sur-marne,77410,SEINE-ET-MARNE
77416,st-just-en-brie,77370,SEINE-ET-MARNE
77436,st-simeon,77169,SEINE-ET-MARNE
77473,treuzy-levelay,77710,SEINE-ET-MARNE
77514,villeparisis,77270,SEINE-ET-MARNE
78009,allainville,78660,YVELINES
78172,conflans-ste-honorine,78700,YVELINES
78209,emance,78125,YVELINES
78368,mareil-sur-mauldre,78124,YVELINES
78455,noisy-le-roi,78590,YVELINES
91105,breuillet,91650,ESSONNE
91560,st-jean-de-beauregard,91940,ESSONNE
94069,st-maurice,94410,VAL-DE-MARNE
95019,arnouville,95400,VAL-D\'OISE
95042,baillet-en-france,95560,VAL-D\'OISE
95119,buhy,95770,VAL-D\'OISE
95250,fosses,95470,VAL-D\'OISE
95392,meriel,95630,VAL-D\'OISE
95523,la-roche-guyon,95780,VAL-D\'OISE
95682,villiers-le-sec,95720,VAL-D\'OISE
91148,chauffour-les-etrechy,91580,ESSONNE
91414,monnerville,91930,ESSONNE
92036,gennevilliers,92230,HAUTS-DE-SEINE
77014,avon,77210,SEINE-ET-MARNE
77063,la-celle-sur-morin,77515,SEINE-ET-MARNE
77095,charny,77410,SEINE-ET-MARNE
77112,chevrainvilliers,77760,SEINE-ET-MARNE
77187,fontaine-fourches,77480,SEINE-ET-MARNE
77252,limoges-fourches,77550,SEINE-ET-MARNE
77272,maison-rouge,77370,SEINE-ET-MARNE
77274,marcilly,77139,SEINE-ET-MARNE
75101,paris-01,75001,PARIS
75118,paris-18,75018,PARIS
77307,montevrain,77144,SEINE-ET-MARNE
77308,montge-en-goele,77230,SEINE-ET-MARNE
77326,nandy,77176,SEINE-ET-MARNE
77373,pontault-combault,77340,SEINE-ET-MARNE
77387,remauville,77710,SEINE-ET-MARNE
77399,st-ange-le-viel,77710,SEINE-ET-MARNE
77409,st-germain-laval,77130,SEINE-ET-MARNE
77459,sourdun,77171,SEINE-ET-MARNE
77469,touquin,77131,SEINE-ET-MARNE
77470,tournan-en-brie,77220,SEINE-ET-MARNE
77486,vaudoy-en-brie,77141,SEINE-ET-MARNE
78123,carrieres-sous-poissy,78955,YVELINES
78147,chaufour-les-bonnieres,78270,YVELINES
78264,gambaiseuil,78490,YVELINES
78335,limay,78520,YVELINES
78367,mareil-marly,78750,YVELINES
78451,nezel,78410,YVELINES
78460,oinville-sur-montcient,78250,YVELINES
78472,orsonville,78660,YVELINES
78668,la-villeneuve-en-chevrie,78270,YVELINES
78677,villette,78930,YVELINES
77008,armentieres-en-brie,77440,SEINE-ET-MARNE
77099,chateau-landon,77570,SEINE-ET-MARNE
77146,croissy-beaubourg,77183,SEINE-ET-MARNE
77153,dammartin-en-goele,77230,SEINE-ET-MARNE
77158,diant,77940,SEINE-ET-MARNE
77170,episy,77250,SEINE-ET-MARNE
77182,la-ferte-gaucher,77320,SEINE-ET-MARNE
77228,hondevilliers,77510,SEINE-ET-MARNE
77243,lagny-sur-marne,77400,SEINE-ET-MARNE
77280,mary-sur-marne,77440,SEINE-ET-MARNE
75111,paris-11,75011,PARIS
75120,paris-20,75020,PARIS
77294,mitry-mory,77290,SEINE-ET-MARNE
77315,montry,77450,SEINE-ET-MARNE
77322,moussy-le-neuf,77230,SEINE-ET-MARNE
77363,le-pin,77181,SEINE-ET-MARNE
77426,st-mery,77720,SEINE-ET-MARNE
77432,st-remy-la-vanne,77320,SEINE-ET-MARNE
77447,seine-port,77240,SEINE-ET-MARNE
77465,thoury-ferottes,77940,SEINE-ET-MARNE
77478,ussy-sur-marne,77260,SEINE-ET-MARNE
77482,varennes-sur-seine,77130,SEINE-ET-MARNE
77500,villebeon,77710,SEINE-ET-MARNE
77510,villeneuve-st-denis,77174,SEINE-ET-MARNE
77511,villeneuve-sous-dammartin,77230,SEINE-ET-MARNE
77523,villuis,77480,SEINE-ET-MARNE
78013,andelu,78770,YVELINES
78033,aulnay-sur-mauldre,78126,YVELINES
78043,bailly,78870,YVELINES
78053,behoust,78910,YVELINES
78307,hermeray,78125,YVELINES
78420,montfort-l-amaury,78490,YVELINES
78464,orcemont,78125,YVELINES
78466,orgeval,78630,YVELINES
78590,senlisse,78720,YVELINES
78620,toussus-le-noble,78117,YVELINES
91022,arrancourt,91690,ESSONNE
91129,cerny,91590,ESSONNE
91130,chalo-st-mars,91780,ESSONNE
91136,champlan,91160,ESSONNE
91378,mauchamps,91730,ESSONNE
92033,garches,92380,HAUTS-DE-SEINE
92078,villeneuve-la-garenne,92390,HAUTS-DE-SEINE
93049,neuilly-plaisance,93360,SEINE-SAINT-DENIS
93071,sevran,93270,SEINE-SAINT-DENIS
94065,rungis,94150,VAL-DE-MARNE
94070,santeny,94440,VAL-DE-MARNE
94075,villecresnes,94440,VAL-DE-MARNE
94078,villeneuve-st-georges,94190,VAL-DE-MARNE
95011,ambleville,95710,VAL-D\'OISE
95271,genicourt,95650,VAL-D\'OISE
95348,longuesse,95450,VAL-D\'OISE
95658,vigny,95450,VAL-D\'OISE
91156,cheptainville,91630,ESSONNE
91179,le-coudray-montceaux,91830,ESSONNE
91198,d-huison-longueville,91590,ESSONNE
91232,la-ferte-alais,91590,ESSONNE
91330,lardy,91510,ESSONNE
91421,montgeron,91230,ESSONNE
91468,ormoy,91540,ESSONNE
91514,quincy-sous-senart,91480,ESSONNE
91645,verrieres-le-buisson,91370,ESSONNE
92009,bois-colombes,92270,HAUTS-DE-SEINE
92048,meudon,92190,HAUTS-DE-SEINE
92062,puteaux,92800,HAUTS-DE-SEINE
94019,chennevieres-sur-marne,94430,VAL-DE-MARNE
94034,fresnes,94260,VAL-DE-MARNE
95259,gadancourt,95450,VAL-D\'OISE
95328,labbeville,95690,VAL-D\'OISE
95462,omerville,95420,VAL-D\'OISE
95504,presles,95590,VAL-D\'OISE
95555,st-gratien,95210,VAL-D\'OISE
77048,bourron-marlotte,77780,SEINE-ET-MARNE
77056,burcy,77760,SEINE-ET-MARNE
77162,doue,77510,SEINE-ET-MARNE
77188,fontaine-le-port,77590,SEINE-ET-MARNE
77208,gouaix,77114,SEINE-ET-MARNE
77219,guerard,77580,SEINE-ET-MARNE
77236,jaulnes,77480,SEINE-ET-MARNE
77265,luzancy,77138,SEINE-ET-MARNE
77290,mery-sur-marne,77730,SEINE-ET-MARNE
75107,paris-07,75007,PARIS
75113,paris-13,75013,PARIS
77333,nemours,77140,SEINE-ET-MARNE
77338,noisy-rudignon,77940,SEINE-ET-MARNE
77353,paley,77710,SEINE-ET-MARNE
77410,st-germain-laxis,77950,SEINE-ET-MARNE
77438,st-thibault-des-vignes,77400,SEINE-ET-MARNE
77452,sigy,77520,SEINE-ET-MARNE
78113,brueil-en-vexin,78440,YVELINES
78361,mantes-la-jolie,78200,YVELINES
78423,montigny-le-bretonneux,78180,YVELINES
78486,le-perray-en-yvelines,78610,YVELINES
78501,porcheville,78440,YVELINES
78536,sailly,78440,YVELINES
78647,vert,78930,YVELINES
78686,viroflay,78220,YVELINES
77019,balloy,77118,SEINE-ET-MARNE
77052,breau,77720,SEINE-ET-MARNE
77062,carnetin,77400,SEINE-ET-MARNE
77077,chambry,77910,SEINE-ET-MARNE
77102,chatenoy,77167,SEINE-ET-MARNE
77150,cuisy,77165,SEINE-ET-MARNE
77172,esmans,77940,SEINE-ET-MARNE
77198,fromont,77760,SEINE-ET-MARNE
77218,grisy-sur-seine,77480,SEINE-ET-MARNE
77260,longueville,77650,SEINE-ET-MARNE
77288,melun,77000,SEINE-ET-MARNE
77330,nanteuil-les-meaux,77100,SEINE-ET-MARNE
77352,ozouer-le-voulgis,77390,SEINE-ET-MARNE
77357,pecy,77970,SEINE-ET-MARNE
77358,penchard,77124,SEINE-ET-MARNE
77443,sancy,77580,SEINE-ET-MARNE
77472,la-tretoire,77510,SEINE-ET-MARNE
77480,valence-en-brie,77830,SEINE-ET-MARNE
77494,vernou-la-celle-sur-seine,77670,SEINE-ET-MARNE
77520,villiers-sous-grez,77760,SEINE-ET-MARNE
77521,villiers-sur-morin,77580,SEINE-ET-MARNE
78030,auffargis,78610,YVELINES
78120,bullion,78830,YVELINES
78124,carrieres-sur-seine,78420,YVELINES
78354,magnanville,78200,YVELINES
78531,rosny-sur-seine,78710,YVELINES
78548,st-forget,78720,YVELINES
78558,st-illiers-la-ville,78980,YVELINES
91081,boissy-le-sec,91870,ESSONNE
91122,bures-sur-yvette,91440,ESSONNE
91184,courdimanche-sur-essonne,91720,ESSONNE
91223,etampes,91150,ESSONNE
91332,leudeville,91630,ESSONNE
91405,milly-la-foret,91490,ESSONNE
91544,st-cyr-la-riviere,91690,ESSONNE
91662,villeconin,91580,ESSONNE
93013,le-bourget,93350,SEINE-SAINT-DENIS
93053,noisy-le-sec,93130,SEINE-SAINT-DENIS
93055,pantin,93500,SEINE-SAINT-DENIS
93062,le-raincy,93340,SEINE-SAINT-DENIS
94048,marolles-en-brie,94440,VAL-DE-MARNE
95039,auvers-sur-oise,95430,VAL-D\'OISE
95063,bezons,95870,VAL-D\'OISE
95352,luzarches,95270,VAL-D\'OISE
95355,magny-en-vexin,95420,VAL-D\'OISE
95676,villers-en-arthies,95510,VAL-D\'OISE
91044,ballainvilliers,91160,ESSONNE
91161,chilly-mazarin,91380,ESSONNE
91533,saclas,91690,ESSONNE
91593,sermaise,91530,ESSONNE
92076,vaucresson,92420,HAUTS-DE-SEINE
94021,chevilly-larue,94550,VAL-DE-MARNE
94081,vitry-sur-seine,94400,VAL-DE-MARNE
95166,clery-en-vexin,95420,VAL-D\'OISE
95181,courcelles-sur-viosne,95650,VAL-D\'OISE
95258,frouville,95690,VAL-D\'OISE
95612,le-thillay,95500,VAL-D\'OISE
77007,argentieres,77390,SEINE-ET-MARNE
77025,bazoches-les-bray,77118,SEINE-ET-MARNE
77035,blennes,77940,SEINE-ET-MARNE
77037,bois-le-roi,77590,SEINE-ET-MARNE
77090,la-chapelle-st-sulpice,77160,SEINE-ET-MARNE
77091,les-chapelles-bourbon,77610,SEINE-ET-MARNE
77101,chatenay-sur-seine,77126,SEINE-ET-MARNE
77161,dormelles,77130,SEINE-ET-MARNE
77192,fontenay-tresigny,77610,SEINE-ET-MARNE
77199,fublaines,77470,SEINE-ET-MARNE
77300,montceaux-les-meaux,77470,SEINE-ET-MARNE
77329,nanteau-sur-lunain,77710,SEINE-ET-MARNE
77385,rebais,77510,SEINE-ET-MARNE
77391,rouilly,77160,SEINE-ET-MARNE
77401,ste-aulde,77260,SEINE-ET-MARNE
77442,samoreau,77210,SEINE-ET-MARNE
77531,voulx,77940,SEINE-ET-MARNE
78062,beynes,78650,YVELINES
78082,boissy-mauvoisin,78200,YVELINES
78143,chateaufort,78117,YVELINES
78255,freneuse,78840,YVELINES
78321,jouars-pontchartrain,78760,YVELINES
78372,marly-le-roi,78160,YVELINES
78576,st-remy-l-honore,78690,YVELINES
77004,andrezel,77390,SEINE-ET-MARNE
77026,beauchery-st-martin,77560,SEINE-ET-MARNE
77094,charmentray,77410,SEINE-ET-MARNE
77111,chessy,77700,SEINE-ET-MARNE
77126,congis-sur-therouanne,77440,SEINE-ET-MARNE
77139,courtry,77181,SEINE-ET-MARNE
77209,gouvernes,77400,SEINE-ET-MARNE
77234,jablines,77450,SEINE-ET-MARNE
77241,juilly,77230,SEINE-ET-MARNE
77246,lechelle,77171,SEINE-ET-MARNE
77258,lognes,77185,SEINE-ET-MARNE
77278,marolles-en-brie,77120,SEINE-ET-MARNE
91457,la-norville,91290,ESSONNE
91511,pussay,91740,ESSONNE
91547,st-escobille,91410,ESSONNE
91667,villemoisson-sur-orge,91360,ESSONNE
93033,gournay-sur-marne,93460,SEINE-SAINT-DENIS
93059,pierrefitte-sur-seine,93380,SEINE-SAINT-DENIS
93066,st-denis,93200,SEINE-SAINT-DENIS
94053,noiseau,94880,VAL-DE-MARNE
95023,arronville,95810,VAL-D\'OISE
95078,boissy-l-aillerie,95650,VAL-D\'OISE
95369,margency,95580,VAL-D\'OISE
95535,sagy,95450,VAL-D\'OISE
95627,vallangoujard,95810,VAL-D\'OISE
95680,villiers-le-bel,95400,VAL-D\'OISE
77304,montenils,77320,SEINE-ET-MARNE
77331,nanteuil-sur-marne,77730,SEINE-ET-MARNE
77369,poincy,77470,SEINE-ET-MARNE
77458,souppes-sur-loing,77460,SEINE-ET-MARNE
77467,la-tombe,77130,SEINE-ET-MARNE
77498,vignely,77450,SEINE-ET-MARNE
78010,les-alluets-le-roi,78580,YVELINES
78089,bonnieres-sur-seine,78270,YVELINES
78133,chambourcy,78240,YVELINES
78217,epone,78680,YVELINES
78362,mantes-la-ville,78711,YVELINES
78410,moisson,78840,YVELINES
78516,raizeux,78125,YVELINES
78522,rochefort-en-yvelines,78730,YVELINES
78550,st-germain-de-la-grange,78640,YVELINES
77318,mortcerf,77163,SEINE-ET-MARNE
77342,obsonville,77890,SEINE-ET-MARNE
77429,st-ouen-sur-morin,77750,SEINE-ET-MARNE
77434,st-sauveur-les-bray,77480,SEINE-ET-MARNE
77450,servon,77170,SEINE-ET-MARNE
77507,villenauxe-la-petite,77480,SEINE-ET-MARNE
77515,villeroy,77410,SEINE-ET-MARNE
78070,boinville-en-mantois,78930,YVELINES
78164,clairefontaine-en-yvelines,78120,YVELINES
78168,coignieres,78310,YVELINES
78337,limetz-villez,78270,YVELINES
78398,les-mesnuls,78490,YVELINES
78401,meulan-en-yvelines,78250,YVELINES
78474,orvilliers,78910,YVELINES
91038,auvers-st-georges,91580,ESSONNE
91080,boissy-le-cutte,91590,ESSONNE
91109,brieres-les-scelles,91150,ESSONNE
91137,champmotteux,91150,ESSONNE
91191,crosne,91560,ESSONNE
91284,les-granges-le-roi,91410,ESSONNE
91319,janvry,91640,ESSONNE
91425,montlhery,91310,ESSONNE
91661,villebon-sur-yvette,91140,ESSONNE
91666,villejust,91140,ESSONNE
92019,chatenay-malabry,92290,HAUTS-DE-SEINE
92024,clichy,92110,HAUTS-DE-SEINE
93027,la-courneuve,93120,SEINE-SAINT-DENIS
93046,livry-gargan,93190,SEINE-SAINT-DENIS
94041,ivry-sur-seine,94200,VAL-DE-MARNE
94054,orly,94310,VAL-DE-MARNE
94055,ormesson-sur-marne,94490,VAL-DE-MARNE
94073,thiais,94320,VAL-DE-MARNE
94080,vincennes,94300,VAL-DE-MARNE
95008,aincourt,95510,VAL-D\'OISE
95011,ambleville,95420,VAL-D\'OISE
95058,bernes-sur-oise,95340,VAL-D\'OISE
95060,bessancourt,95550,VAL-D\'OISE
95120,butry-sur-oise,95430,VAL-D\'OISE
95483,le-perchay,95450,VAL-D\'OISE
95488,pierrelaye,95220,VAL-D\'OISE
77012,augers-en-brie,77560,SEINE-ET-MARNE
77142,crecy-la-chapelle,77580,SEINE-ET-MARNE
77145,crisenoy,77390,SEINE-ET-MARNE
77230,ichy,77890,SEINE-ET-MARNE
77253,lissy,77550,SEINE-ET-MARNE
77268,magny-le-hongre,77700,SEINE-ET-MARNE
77293,misy-sur-yonne,77130,SEINE-ET-MARNE
77018,bailly-romainvilliers,77700,SEINE-ET-MARNE
77039,boissise-la-bertrand,77350,SEINE-ET-MARNE
77097,chartronges,77320,SEINE-ET-MARNE
77137,courtacon,77560,SEINE-ET-MARNE
77148,crouy-sur-ourcq,77840,SEINE-ET-MARNE
77154,dammartin-sur-tigeaux,77163,SEINE-ET-MARNE
77173,etrepilly,77139,SEINE-ET-MARNE
77177,favieres,77220,SEINE-ET-MARNE
77247,lescherolles,77320,SEINE-ET-MARNE
77251,lieusaint,77127,SEINE-ET-MARNE
77266,machault,77133,SEINE-ET-MARNE
77277,marles-en-brie,77610,SEINE-ET-MARNE
77282,mauregard,77990,SEINE-ET-MARNE
77285,le-mee-sur-seine,77350,SEINE-ET-MARNE
77343,ocquerre,77440,SEINE-ET-MARNE
77415,st-jean-les-deux-jumeaux,77660,SEINE-ET-MARNE
77489,vaux-sur-lunain,77710,SEINE-ET-MARNE
77492,verdelot,77510,SEINE-ET-MARNE
77508,villeneuve-le-comte,77174,SEINE-ET-MARNE
77525,vinantes,77230,SEINE-ET-MARNE
77527,voinsles,77540,SEINE-ET-MARNE
78020,arnouville-les-mantes,78790,YVELINES
78092,bougival,78380,YVELINES
78108,les-breviaires,78610,YVELINES
78234,flacourt,78200,YVELINES
78236,flexanville,78910,YVELINES
78251,fourqueux,78112,YVELINES
78262,galluis,78490,YVELINES
78283,grandchamp,78113,YVELINES
78311,houilles,78800,YVELINES
78314,issou,78440,YVELINES
78320,jeufosse,78270,YVELINES
78439,mulcent,78790,YVELINES
78475,osmoy,78910,YVELINES
78591,septeuil,78790,YVELINES
78640,velizy-villacoublay,78140,YVELINES
78650,le-vesinet,78110,YVELINES
75117,paris-17,75017,PARIS
91069,boigneville,91720,ESSONNE
91086,bondoufle,91070,ESSONNE
91115,bruyeres-le-chatel,91680,ESSONNE
91182,courcouronnes,91080,ESSONNE
91293,guigneville-sur-essonne,91590,ESSONNE
91463,oncy-sur-ecole,91490,ESSONNE
91578,st-sulpice-de-favieres,91910,ESSONNE
91600,soisy-sur-seine,91450,ESSONNE
92046,malakoff,92240,HAUTS-DE-SEINE
92047,marnes-la-coquette,92430,HAUTS-DE-SEINE
93070,st-ouen,93400,SEINE-SAINT-DENIS
94018,charenton-le-pont,94220,VAL-DE-MARNE
94068,st-maur-des-fosses,94210,VAL-DE-MARNE
94077,villeneuve-le-roi,94290,VAL-DE-MARNE
95051,beauchamp,95250,VAL-D\'OISE
95127,cergy,95000,VAL-D\'OISE
95447,neuilly-en-vexin,95640,VAL-D\'OISE
95476,osny,95520,VAL-D\'OISE
95611,theuville,95810,VAL-D\'OISE
95633,vaudherland,95500,VAL-D\'OISE
95641,vemars,95470,VAL-D\'OISE
77010,aubepierre-ozouer-le-repos,77720,SEINE-ET-MARNE
77034,blandy,77115,SEINE-ET-MARNE
77047,bouleurs,77580,SEINE-ET-MARNE
77069,chailly-en-biere,77930,SEINE-ET-MARNE
77083,champs-sur-marne,77420,SEINE-ET-MARNE
77106,chauffry,77169,SEINE-ET-MARNE
77115,chevry-en-sereine,77710,SEINE-ET-MARNE
77121,collegien,77090,SEINE-ET-MARNE
77125,conde-ste-libiaire,77450,SEINE-ET-MARNE
77135,courpalay,77540,SEINE-ET-MARNE
77143,cregy-les-meaux,77124,SEINE-ET-MARNE
77147,la-croix-en-brie,77370,SEINE-ET-MARNE
77237,jossigny,77600,SEINE-ET-MARNE
77239,jouy-le-chatel,77970,SEINE-ET-MARNE
77267,la-madeleine-sur-loing,77570,SEINE-ET-MARNE
77287,meilleray,77320,SEINE-ET-MARNE
91121,buno-bonnevaux,91720,ESSONNE
91174,corbeil-essonnes,91100,ESSONNE
